Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
MG250116.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU11A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU11A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250117.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU13A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU13A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250118.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU14A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU14A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250119.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU4A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250120.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250121.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW5A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250122.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW6A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250123.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250124.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW7A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250125.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW8A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250126.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250127.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW2A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250128.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW4A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250129.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250130.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO3A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250131.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO4A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250132.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO6A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250133.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250134.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO11A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO11A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250135.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO13A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO13A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250136.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO5A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250137.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO2A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250138.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO7A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250139.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO12A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO12A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250140.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO10A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250141.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO8A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250142.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO14A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO14A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250143.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FU1A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250144.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FU3A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250145.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FU2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250146.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FU4A:13, complete genome",2783,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250147.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM10A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250148.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM3A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250149.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM4A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250150.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM5A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250151.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM7A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250152.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM2A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250153.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM9A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250154.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM6A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250155.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM8A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250156.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM1A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250157.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM12A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM12A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250158.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM11A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM11A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250159.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM14A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM14A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250160.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM13A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM13A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
KR476371.1,,Begomovirus manihotis,Begomovirus manihotis,BN:Con1017:14,DNA-A,"Begomovirus manihotis isolate BN:Con1017:14 segment DNA-A, complete sequence",2781,complete,Benin,Benin,Manihot esculenta,2014-08-10
KR476372.1,,Begomovirus manihotis,Begomovirus manihotis,TG:Con2:14,DNA-A,"Begomovirus manihotis isolate TG:Con2:14 segment DNA-A, complete sequence",2781,complete,Togo,Togo,Manihot esculenta,2014-08-10
KR476373.1,,Begomovirus manihotis,Begomovirus manihotis,BN:Con1058:14,DNA-B,"Begomovirus manihotis isolate BN:Con1058:14 segment DNA-B, complete sequence",2727,complete,Benin,Benin,Manihot esculenta,2014-08-10
KR476374.1,,Begomovirus manihotis,Begomovirus manihotis,TG:Con5:14,DNA-B,"Begomovirus manihotis isolate TG:Con5:14 segment DNA-B, complete sequence",2727,complete,Togo,Togo,Manihot esculenta,2014-08-10
KJ887582.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF4BN:07,B,"African cassava mosaic virus isolate CF:CF4BN:07 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-07
KJ887583.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF6BE:07,B,"African cassava mosaic virus isolate CF:CF6BE:07 segment B, complete sequence",2724,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-07
KJ887584.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF9BE:07,B,"African cassava mosaic virus isolate CF:CF9BE:07 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-09
KJ887585.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF11B:07,B,"African cassava mosaic virus isolate CF:CF11B:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-09
KJ887586.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF21BN1:07,B,"African cassava mosaic virus isolate CF:CF21BN1:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10
KJ887587.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF21BN2:07,B,"African cassava mosaic virus isolate CF:CF21BN2:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10
KJ887588.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF25BE:07,B,"African cassava mosaic virus isolate CF:CF25BE:07 segment B, complete sequence",2730,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10
KJ887589.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF25BN:07,B,"African cassava mosaic virus isolate CF:CF25BN:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10
KJ887590.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF27BE:07,B,"African cassava mosaic virus isolate CF:CF27BE:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10
KJ887591.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF29BE:07,B,"African cassava mosaic virus isolate CF:CF29BE:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2000-10
KJ887592.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF29BN:07,B,"African cassava mosaic virus isolate CF:CF29BN:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2000-10
KJ887593.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF30BE:07,B,"African cassava mosaic virus isolate CF:CF30BE:07 segment B, complete sequence",2722,complete,Central African Republic,Central African Republic,Manihot esculenta,2000-10
KJ887594.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF33BE:07,B,"African cassava mosaic virus isolate CF:CF33BE:07 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13
KJ887595.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF37BE:07,B,"African cassava mosaic virus isolate CF:CF37BE:07 segment B, complete sequence",2723,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13
KJ887596.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF39BE:07,B,"African cassava mosaic virus isolate CF:CF39BE:07 segment B, complete sequence",2725,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13
KJ887597.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF41BE:07,B,"African cassava mosaic virus isolate CF:CF41BE:07 segment B, complete sequence",2725,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13
KJ887598.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF46BE:07,B,"African cassava mosaic virus isolate CF:CF46BE:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13
KJ887599.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF52BE:07,B,"African cassava mosaic virus isolate CF:CF52BE:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-14
KJ887600.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF54BE:07,B,"African cassava mosaic virus isolate CF:CF54BE:07 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-14
KJ887601.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF59BE:07,B,"African cassava mosaic virus isolate CF:CF59BE:07 segment B, complete sequence",2719,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-14
KJ887602.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF63BN1:07,B,"African cassava mosaic virus isolate CF:CF63BN1:07 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-16
KJ887603.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF63BN2:07,B,"African cassava mosaic virus isolate CF:CF63BN2:07 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-16
KJ887604.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF64BE:07,B,"African cassava mosaic virus isolate CF:CF64BE:07 segment B, complete sequence",2725,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-16
KJ887605.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF74BE:07,B,"African cassava mosaic virus isolate CF:CF74BE:07 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-18
KJ887606.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF75BE:07,B,"African cassava mosaic virus isolate CF:CF75BE:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-18
KJ887607.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF78BN:07,B,"African cassava mosaic virus isolate CF:CF78BN:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-19
KJ887608.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF79BE:07,B,"African cassava mosaic virus isolate CF:CF79BE:07 segment B, complete sequence",2733,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-19
KJ887609.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF84BN:07,B,"African cassava mosaic virus isolate CF:CF84BN:07 segment B, complete sequence",2722,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-20
KJ887610.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF87BE:07,B,"African cassava mosaic virus isolate CF:CF87BE:07 segment B, complete sequence",2741,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-20
KJ887611.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF92BE:07,B,"African cassava mosaic virus isolate CF:CF92BE:07 segment B, complete sequence",2744,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-21
KJ887612.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF96BN:07,B,"African cassava mosaic virus isolate CF:CF96BN:07 segment B, complete sequence",2741,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-21
KJ887613.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF100BE:07,B,"African cassava mosaic virus isolate CF:CF100BE:07 segment B, complete sequence",2730,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-24
KJ887614.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF104BE:07,B,"African cassava mosaic virus isolate CF:CF104BE:07 segment B, complete sequence",2729,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-25
KJ887615.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF107BE:07,B,"African cassava mosaic virus isolate CF:CF107BE:07 segment B, complete sequence",2730,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-25
KJ887616.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF108BE:07,B,"African cassava mosaic virus isolate CF:CF108BE:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-25
KJ887617.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF116BE:07,B,"African cassava mosaic virus isolate CF:CF116BE:07 segment B, complete sequence",2723,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-26
KJ887618.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF121BE:07,B,"African cassava mosaic virus isolate CF:CF121BE:07 segment B, complete sequence",2725,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-26
KJ887619.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF127BE:07,B,"African cassava mosaic virus isolate CF:CF127BE:07 segment B, complete sequence",2730,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-26
KJ887620.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF127BN:07,B,"African cassava mosaic virus isolate CF:CF127BN:07 segment B, complete sequence",2729,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-26
KJ887621.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF133BE:07,B,"African cassava mosaic virus isolate CF:CF133BE:07 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-27
KJ887622.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF137BE:07,B,"African cassava mosaic virus isolate CF:CF137BE:07 segment B, complete sequence",2731,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-28
KJ887623.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF145BE:07,B,"African cassava mosaic virus isolate CF:CF145BE:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-29
KJ887624.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF247BE:07,B,"African cassava mosaic virus isolate CF:CF247BE:07 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2007
KJ887625.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF268BN:08,B,"African cassava mosaic virus isolate CF:CF268BN:08 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2008
KJ887626.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF279BE:08,B,"African cassava mosaic virus isolate CF:CF279BE:08 segment B, complete sequence",2726,complete,Central African Republic,Central African Republic,Manihot esculenta,2008
KJ887627.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF299BN:08,B,"African cassava mosaic virus isolate CF:CF299BN:08 segment B, complete sequence",2728,complete,Central African Republic,Central African Republic,Manihot esculenta,2008
KJ887628.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF316BE:08,B,"African cassava mosaic virus isolate CF:CF316BE:08 segment B, complete sequence",2731,complete,Central African Republic,Central African Republic,Manihot esculenta,2008
KJ887629.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF345BE:08,B,"African cassava mosaic virus isolate CF:CF345BE:08 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2008
KJ887630.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF356BE:08,B,"African cassava mosaic virus isolate CF:CF356BE:08 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2008
KJ887631.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF361BN:07,B,"African cassava mosaic virus isolate CF:CF361BN:07 segment B, complete sequence",2726,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13
KJ887632.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF362BN:07,B,"African cassava mosaic virus isolate CF:CF362BN:07 segment B, complete sequence",2727,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13
KJ887634.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG3C2:05,B,"African cassava mosaic virus isolate MG:MG3C2:05 segment B, complete sequence",2743,complete,Madagascar,Madagascar,Manihot esculenta,2005-12-14
KJ887636.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG12B10:06,B,"African cassava mosaic virus isolate MG:MG12B10:06 segment B, complete sequence",2741,complete,Madagascar,Madagascar,Manihot esculenta,2006-03-31
KJ887637.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG13B10:06,B,"African cassava mosaic virus isolate MG:MG13B10:06 segment B, complete sequence",2735,complete,Madagascar,Madagascar,Manihot esculenta,2006-03-26
KJ887638.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG15B2:06,B,"African cassava mosaic virus isolate MG:MG15B2:06 segment B, complete sequence",2738,complete,Madagascar,Madagascar,Manihot esculenta,2006-04-06
KJ887651.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG53B13:06,B,"African cassava mosaic virus isolate MG:MG53B13:06 segment B, complete sequence",2721,complete,Madagascar,Madagascar,Manihot esculenta,2006-11-16
KJ887681.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG214B15:08,B,"African cassava mosaic virus isolate MG:MG214B15:08 segment B, complete sequence",2741,complete,Madagascar,Madagascar,Manihot esculenta,2008-05-09
KJ887692.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG312A5:10,B,"African cassava mosaic virus isolate MG:MG312A5:10 segment B, complete sequence",2740,complete,Madagascar,Madagascar,Manihot esculenta,2010-05-05
KJ887705.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG343B1:11,B,"African cassava mosaic virus isolate MG:MG343B1:11 segment B, complete sequence",2741,complete,Madagascar,Madagascar,Manihot esculenta,2011-05-23
KJ887706.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG343B6:11,B,"African cassava mosaic virus isolate MG:MG343B6:11 segment B, complete sequence",2740,complete,Madagascar,Madagascar,Manihot esculenta,2011-05-23
KJ887707.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG349B1:11,B,"African cassava mosaic virus isolate MG:MG349B1:11 segment B, complete sequence",2739,complete,Madagascar,Madagascar,Manihot esculenta,2011-05-23
KJ887710.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG379B1:11,B,"African cassava mosaic virus isolate MG:MG379B1:11 segment B, complete sequence",2742,complete,Madagascar,Madagascar,Manihot esculenta,2011-05-24
KJ887739.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG619B2:11,B,"African cassava mosaic virus isolate MG:MG619B2:11 segment B, complete sequence",2724,complete,Madagascar,Madagascar,Manihot esculenta,2011-07-03
KJ887741.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG624B3:11,B,"African cassava mosaic virus isolate MG:MG624B3:11 segment B, complete sequence",2738,complete,Madagascar,Madagascar,Manihot esculenta,2011-07-03
KJ887743.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG648B2:11,B,"African cassava mosaic virus isolate MG:MG648B2:11 segment B, complete sequence",2738,complete,Madagascar,Madagascar,Manihot esculenta,2011-07-04
KJ887744.1,,Begomovirus manihotis,Begomovirus manihotis,MG:MG688B1:11,B,"African cassava mosaic virus isolate MG:MG688B1:11 segment B, complete sequence",2738,complete,Madagascar,Madagascar,Manihot esculenta,2011-07-06
KJ887750.1,,Begomovirus manihotis,Begomovirus manihotis,TD:TD2BE:08,B,"African cassava mosaic virus isolate TD:TD2BE:08 segment B, complete sequence",2728,complete,Chad,Chad,Manihot esculenta,2008
KJ887751.1,,Begomovirus manihotis,Begomovirus manihotis,TD:TD3B:08,B,"African cassava mosaic virus isolate TD:TD3B:08 segment B, complete sequence",2728,complete,Chad,Chad,Manihot esculenta,2008
KJ887752.1,,Begomovirus manihotis,Begomovirus manihotis,TD:TD63BE:08,B,"African cassava mosaic virus isolate TD:TD63BE:08 segment B, complete sequence",2734,complete,Chad,Chad,Manihot esculenta,2008
KJ887753.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF1AB:07,A,"African cassava mosaic virus isolate CF:CF1AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-07
KJ887754.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF1AN:07,A,"African cassava mosaic virus isolate CF:CF1AN:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-07
KJ887755.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF2AB:07,A,"African cassava mosaic virus isolate CF:CF2AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-07
